country,field,year,num_patent_granted,complete
International Bureau of WIPO,Industry and Manufacturing,2016,0,True
United States,Industry and Manufacturing,2016,181,True
Ireland,Industry and Manufacturing,2016,0,True
European Patent Organization,Life Sciences,2018,133,True
European Patent Organization,Life Sciences,2019,116,True
Croatia,Life Sciences,2022,0,False
Spain,Life Sciences,2017,36,True
Netherlands,Life Sciences,2017,3,True
Switzerland,Life Sciences,2018,1,True
Peru,Life Sciences,2020,1,False
Philippines,Life Sciences,2020,1,False
Argentina,Life Sciences,2020,1,False
South Africa,Life Sciences,2017,1,True
Greece,Life Sciences,2024,1,False
Norway,Life Sciences,2022,0,False
World Intellectual Property Organization (WIPO),Life Sciences,2017,3,True
China (mainland),Life Sciences,2020,2587,False
Peru,Personal Devices and Computing,2017,1,True
Luxembourg,Personal Devices and Computing,2017,2,True
Ukraine,Personal Devices and Computing,2023,0,False
Italy,Personal Devices and Computing,2016,1,True
Romania,Personal Devices and Computing,2019,0,True
Cuba,Personal Devices and Computing,2020,0,False
Jordan,Personal Devices and Computing,2021,0,False
European Patent Organization,Personal Devices and Computing,2021,221,False
Tunisia,Personal Devices and Computing,2021,1,False
Indonesia,Personal Devices and Computing,2016,1,True
Portugal,Physical Sciences and Engineering,2021,0,False
Spain,Physical Sciences and Engineering,2016,5,True
Malaysia,Physical Sciences and Engineering,2021,1,False
South Korea,Physical Sciences and Engineering,2024,5,False
Slovakia,Physical Sciences and Engineering,2021,0,False
Mexico,Physical Sciences and Engineering,2021,9,False
Greece,Physical Sciences and Engineering,2021,2,False
Canada,Physical Sciences and Engineering,2022,6,False
Greece,Security,2016,0,True
Greece,Security,2018,0,True
Malaysia,Security,2017,0,True
Denmark,Security,2016,1,True
Denmark,Security,2020,3,False
Denmark,Security,2023,0,False
Japan,Security,2021,78,False
United Kingdom,Security,2022,9,False
India,Security,2021,0,False
Switzerland,Security,2017,0,True
Eurasian Patent Organization,Security,2018,0,True
Brazil,Security,2019,9,True
Colombia,Telecommunications,2022,1,False
New Zealand,Telecommunications,2018,1,True
Malaysia,Telecommunications,2020,3,False
European Patent Organization,Telecommunications,2018,86,True
European Patent Organization,Telecommunications,2019,137,True
Mexico,Telecommunications,2020,17,False
Ukraine,Telecommunications,2018,0,True
Bulgaria,Telecommunications,2017,0,True
Taiwan,Telecommunications,2019,47,True
Australia,Transportation,2019,22,True
Taiwan,Transportation,2017,2,True
Germany,Transportation,2024,9,False
Belgium,Transportation,2016,0,True
Luxembourg,Transportation,2023,4,False
Singapore,Agriculture,2016,0,True
Taiwan,Agriculture,2016,1,True
Philippines,Agriculture,2020,2,False
International Bureau of WIPO,Agriculture,2016,0,True
Russia,Agriculture,2020,4,False
Netherlands,Agriculture,2016,0,True
Poland,Agriculture,2022,0,False
Japan,Agriculture,2016,16,True
Mexico,All,2018,73,True
Netherlands,All,2019,24,True
Belgium,All,2019,1,True
Luxembourg,Banking and Finance,2023,2,False
Germany,Banking and Finance,2021,18,False
Greece,Banking and Finance,2017,0,True
Argentina,Banking and Finance,2020,0,False
United Kingdom,Banking and Finance,2021,1,False
Malaysia,Banking and Finance,2021,0,False
United Kingdom,Business,2019,20,True
Colombia,Business,2022,0,False
Israel,Business,2022,0,False
Israel,Business,2023,0,False
Croatia,Business,2020,0,False
Philippines,Business,2020,3,False
Poland,Energy Management,2023,0,False
Philippines,Energy Management,2021,0,False
Malaysia,Energy Management,2019,1,True
Japan,Energy Management,2022,50,False
Portugal,Energy Management,2020,0,False
Singapore,Energy Management,2019,1,True
South Africa,Energy Management,2016,0,True
World Intellectual Property Organization (WIPO),Energy Management,2017,0,True
Netherlands,Industry and Manufacturing,2016,0,True
Greece,Industry and Manufacturing,2021,1,False
China (mainland),Industry and Manufacturing,2022,3721,False
China (mainland),Industry and Manufacturing,2024,3541,False
World Intellectual Property Organization (WIPO),Industry and Manufacturing,2016,1,True
Italy,Industry and Manufacturing,2021,4,False
Indonesia,Industry and Manufacturing,2016,0,True
Eurasian Patent Organization,Industry and Manufacturing,2016,0,True
Malaysia,Industry and Manufacturing,2016,0,True
Philippines,Industry and Manufacturing,2022,0,False
Croatia,Industry and Manufacturing,2020,1,False
Peru,Life Sciences,2021,0,False
Israel,Life Sciences,2023,0,False
Ukraine,Life Sciences,2023,0,False
United Kingdom,Life Sciences,2024,0,False
Germany,Life Sciences,2024,15,False
Finland,Life Sciences,2019,9,True
Slovakia,Life Sciences,2021,0,False
Slovakia,Life Sciences,2023,1,False
United States,Personal Devices and Computing,2016,2734,True
Poland,Personal Devices and Computing,2019,12,True
Taiwan,Personal Devices and Computing,2020,144,False
Finland,Personal Devices and Computing,2019,12,True
Brazil,Personal Devices and Computing,2020,27,False
Japan,Personal Devices and Computing,2019,1206,True
Australia,Personal Devices and Computing,2017,112,True
World Intellectual Property Organization (WIPO),Physical Sciences and Engineering,2018,1,True
Ukraine,Physical Sciences and Engineering,2024,0,False
Switzerland,Physical Sciences and Engineering,2016,1,True
South Africa,Physical Sciences and Engineering,2022,0,False
United States,Physical Sciences and Engineering,2018,296,True
Russia,Physical Sciences and Engineering,2016,4,True
Netherlands,Physical Sciences and Engineering,2019,0,True
Morocco,Security,2020,0,False
Estonia,Security,2022,0,False
Germany,Security,2020,22,False
Germany,Security,2022,12,False
Israel,Security,2016,1,True
Canada,Telecommunications,2017,80,True
Brazil,Telecommunications,2018,15,True
Slovakia,Telecommunications,2023,0,False
New Zealand,Telecommunications,2019,3,True
Portugal,Telecommunications,2016,4,True
European Patent Organization,Telecommunications,2024,0,False
Japan,Telecommunications,2018,404,True
Peru,Telecommunications,2021,1,False
Croatia,Telecommunications,2018,1,True
Ukraine,Telecommunications,2022,0,False
Belgium,Telecommunications,2019,1,True
Norway,Telecommunications,2021,2,False
Austria,Telecommunications,2020,0,False
South Africa,Transportation,2020,0,False
Spain,Transportation,2018,20,True
Argentina,Transportation,2018,0,True
Argentina,Transportation,2019,1,True
European Patent Organization,Transportation,2022,43,False
Israel,Transportation,2023,1,False
Romania,Agriculture,2022,0,False
India,Agriculture,2019,0,True
Austria,Agriculture,2017,0,True
Brazil,Agriculture,2016,7,True
Ukraine,Agriculture,2024,0,False
Luxembourg,Agriculture,2020,1,False
Ireland,Agriculture,2018,0,True
Uruguay,All,2017,1,True
Luxembourg,All,2022,72,False
India,All,2018,201,True
South Africa,All,2024,48,False
Israel,All,2016,3,True
Bulgaria,All,2023,10,False
Ukraine,All,2016,4,True
China (mainland),All,2017,8559,True
China (mainland),All,2025,1124,False
Germany,All,2019,526,True
France,All,2023,40,False
Italy,All,2018,19,True
Japan,All,2022,1385,False
Belgium,All,2016,2,True
South Africa,Banking and Finance,2022,0,False
Tunisia,Banking and Finance,2021,0,False
Chile,Banking and Finance,2018,0,True
United States,Business,2017,1221,True
Austria,Business,2023,1,False
South Korea,Business,2017,210,True
Mexico,Business,2018,10,True
Poland,Business,2021,2,False
Morocco,Business,2020,1,False
Sweden,Business,2017,0,True
India,Business,2021,0,False
Romania,Business,2016,0,True
Ukraine,Business,2023,0,False
Ukraine,Business,2024,0,False
France,Business,2021,7,False
Netherlands,Energy Management,2019,0,True
Brazil,Energy Management,2021,2,False
Australia,Energy Management,2020,26,False
Finland,Energy Management,2020,1,False
Greece,Energy Management,2022,0,False
Hungary,Industry and Manufacturing,2018,1,True
Belgium,Industry and Manufacturing,2020,0,False
Kenya,Industry and Manufacturing,2016,0,True
Portugal,Industry and Manufacturing,2021,1,False
Luxembourg,Industry and Manufacturing,2020,3,False
Colombia,Industry and Manufacturing,2019,0,True
International Bureau of WIPO,Industry and Manufacturing,2018,1,True
Brazil,Industry and Manufacturing,2019,10,True
European Patent Organization,Life Sciences,2021,131,False
Taiwan,Life Sciences,2023,26,False
Ukraine,Life Sciences,2016,0,True
Sweden,Life Sciences,2023,2,False
China (mainland),Life Sciences,2016,380,True
United States,Personal Devices and Computing,2022,1846,False
Italy,Personal Devices and Computing,2020,9,False
Finland,Personal Devices and Computing,2020,11,False
Israel,Personal Devices and Computing,2022,4,False
European Patent Organization,Personal Devices and Computing,2020,330,False
Germany,Personal Devices and Computing,2023,42,False
Netherlands,Personal Devices and Computing,2021,5,False
China (mainland),Personal Devices and Computing,2024,20847,False
Sweden,Physical Sciences and Engineering,2022,3,False
World Intellectual Property Organization (WIPO),Physical Sciences and Engineering,2021,4,False
Hungary,Physical Sciences and Engineering,2023,0,False
Lithuania,Physical Sciences and Engineering,2017,0,True
International Bureau of WIPO,Physical Sciences and Engineering,2016,1,True
Czechia,Physical Sciences and Engineering,2020,0,False
South Korea,Physical Sciences and Engineering,2023,77,False
Austria,Physical Sciences and Engineering,2018,0,True
Brazil,Physical Sciences and Engineering,2018,13,True
Greece,Security,2020,0,False
Norway,Security,2020,2,False
Portugal,Security,2016,1,True
Canada,Security,2019,35,True
Japan,Security,2018,94,True
Slovenia,Security,2016,0,True
France,Security,2019,18,True
France,Security,2021,9,False
Austria,Security,2020,0,False
Hungary,Security,2018,0,True
Cuba,Security,2020,0,False
Denmark,Telecommunications,2018,9,True
Canada,Telecommunications,2021,67,False
Canada,Telecommunications,2022,21,False
China (mainland),Telecommunications,2021,4392,False
Malaysia,Telecommunications,2017,6,True
Japan,Telecommunications,2019,443,True
Eurasian Patent Organization,Telecommunications,2016,1,True
Germany,Telecommunications,2019,77,True
Denmark,Transportation,2020,1,False
Netherlands,Transportation,2019,1,True
China (mainland),Transportation,2023,5155,False
World Intellectual Property Organization (WIPO),Transportation,2018,4,True
Austria,Transportation,2018,4,True
Austria,Transportation,2023,0,False
Singapore,Agriculture,2021,0,False
Denmark,Agriculture,2023,2,False
Israel,Agriculture,2018,1,True
World Intellectual Property Organization (WIPO),Agriculture,2019,2,True
Morocco,Agriculture,2016,0,True
Switzerland,Agriculture,2020,0,False
Brazil,Agriculture,2021,3,False
Poland,Agriculture,2020,1,False
Bulgaria,Agriculture,2017,0,True
European Patent Organization,All,2019,612,True
New Zealand,All,2017,18,True
Sweden,All,2017,9,True
Czechia,All,2018,1,True
Morocco,All,2022,3,False
South Korea,All,2022,5248,False
Ireland,All,2016,2,True
Taiwan,All,2017,154,True
Taiwan,Banking and Finance,2019,3,True
Lithuania,Banking and Finance,2016,0,True
South Korea,Banking and Finance,2024,3,False
China (mainland),Banking and Finance,2023,374,False
Italy,Banking and Finance,2023,0,False
Morocco,Banking and Finance,2020,0,False
Austria,Business,2016,0,True
Canada,Business,2022,11,False
Spain,Business,2018,5,True
China (mainland),Business,2021,5177,False
World Intellectual Property Organization (WIPO),Business,2024,0,False
Poland,Business,2018,2,True
Malaysia,Business,2020,4,False
Peru,Business,2019,0,True
Morocco,Business,2021,0,False
Philippines,Business,2021,0,False
Romania,Business,2019,0,True
Ukraine,Business,2019,0,True
China (mainland),Energy Management,2024,3663,False
Spain,Energy Management,2024,0,False
Philippines,Energy Management,2017,0,True
Ukraine,Energy Management,2016,0,True
Russia,Energy Management,2021,0,False
Israel,Energy Management,2020,0,False
Luxembourg,Energy Management,2020,0,False
New Zealand,Energy Management,2020,0,False
Denmark,Industry and Manufacturing,2020,2,False
Hungary,Industry and Manufacturing,2017,0,True
China (mainland),Industry and Manufacturing,2019,1298,True
Finland,Industry and Manufacturing,2021,3,False
Finland,Industry and Manufacturing,2023,0,False
Peru,Industry and Manufacturing,2018,0,True
Colombia,Industry and Manufacturing,2022,0,False
Switzerland,Industry and Manufacturing,2022,0,False
Brazil,Life Sciences,2020,30,False
Belgium,Life Sciences,2019,0,True
Belgium,Life Sciences,2020,2,False
Hungary,Life Sciences,2022,2,False
Hungary,Life Sciences,2023,0,False
France,Life Sciences,2022,10,False
Turkey,Life Sciences,2016,0,True
Turkey,Life Sciences,2018,0,True
Slovenia,Life Sciences,2018,2,True
Portugal,Life Sciences,2017,3,True
Luxembourg,Life Sciences,2017,0,True
World Intellectual Property Organization (WIPO),Life Sciences,2023,0,False
Austria,Personal Devices and Computing,2019,0,True
Austria,Personal Devices and Computing,2020,5,False
Bulgaria,Personal Devices and Computing,2020,0,False
Peru,Personal Devices and Computing,2023,0,False
Romania,Personal Devices and Computing,2021,0,False
Russia,Personal Devices and Computing,2017,84,True
Croatia,Personal Devices and Computing,2019,1,True
Japan,Personal Devices and Computing,2016,447,True
New Zealand,Personal Devices and Computing,2021,0,False
World Intellectual Property Organization (WIPO),Physical Sciences and Engineering,2016,0,True
Italy,Physical Sciences and Engineering,2018,2,True
San Marino,Physical Sciences and Engineering,2018,0,True
Slovenia,Physical Sciences and Engineering,2023,0,False
Argentina,Physical Sciences and Engineering,2017,1,True
Lithuania,Security,2020,1,False
Romania,Security,2021,0,False
South Korea,Security,2021,378,False
Poland,Security,2022,1,False
Ireland,Security,2023,0,False
Argentina,Security,2017,0,True
Australia,Security,2017,16,True
Eurasian Patent Organization,Security,2016,1,True
Germany,Security,2021,14,False
Brazil,Security,2017,2,True
China (mainland),Telecommunications,2019,2462,True
Czechia,Telecommunications,2017,0,True
