country,field,year,num_patent_applications,complete
New Zealand,Life Sciences,2021,0,True
Uruguay,Life Sciences,2020,0,True
China (mainland),Life Sciences,2023,8551,False
France,Life Sciences,2020,31,True
Taiwan,Life Sciences,2017,27,True
South Korea,Life Sciences,2021,1581,True
Greece,Life Sciences,2016,0,True
Israel,Life Sciences,2023,10,False
Netherlands,Life Sciences,2017,3,True
Poland,Life Sciences,2016,7,True
Morocco,Personal Devices and Computing,2021,0,True
Argentina,Personal Devices and Computing,2022,2,False
Australia,Personal Devices and Computing,2021,446,True
New Zealand,Personal Devices and Computing,2018,6,True
Thailand,Personal Devices and Computing,2017,0,True
Ukraine,Personal Devices and Computing,2023,0,False
Malaysia,Personal Devices and Computing,2020,4,True
Poland,Personal Devices and Computing,2020,7,True
United States,Personal Devices and Computing,2019,8592,True
Netherlands,Physical Sciences and Engineering,2021,2,True
Morocco,Physical Sciences and Engineering,2021,0,True
Luxembourg,Physical Sciences and Engineering,2024,5,False
Russia,Physical Sciences and Engineering,2019,8,True
Israel,Physical Sciences and Engineering,2022,1,False
Finland,Security,2017,1,True
Netherlands,Security,2019,1,True
Bulgaria,Security,2018,0,True
Portugal,Security,2020,1,True
Portugal,Security,2023,0,False
Israel,Security,2022,5,False
Australia,Security,2021,134,True
Tunisia,Security,2020,0,True
Norway,Security,2016,0,True
Peru,Security,2016,0,True
World Intellectual Property Organization (WIPO),Security,2022,79,False
Serbia,Security,2022,0,False
Morocco,Security,2017,0,True
Romania,Telecommunications,2020,0,True
Ireland,Telecommunications,2018,0,True
Italy,Telecommunications,2016,2,True
United States,Telecommunications,2019,3542,True
United States,Telecommunications,2020,3750,True
Germany,Telecommunications,2017,70,True
Greece,Telecommunications,2017,0,True
Serbia,Telecommunications,2019,0,True
Eurasian Patent Organization,Transportation,2018,0,True
World Intellectual Property Organization (WIPO),Transportation,2024,0,False
Italy,Transportation,2021,7,True
Switzerland,Transportation,2018,1,True
Netherlands,Transportation,2017,1,True
Greece,Transportation,2017,0,True
Greece,Transportation,2023,1,False
Belgium,Transportation,2020,0,True
Denmark,Transportation,2020,1,True
Luxembourg,Agriculture,2025,0,False
Ireland,Agriculture,2023,0,False
Taiwan,Agriculture,2017,1,True
Bulgaria,Agriculture,2020,0,True
Poland,Agriculture,2018,2,True
Brazil,Agriculture,2019,20,True
China (mainland),Agriculture,2022,1453,False
China (mainland),Agriculture,2023,2082,False
Morocco,Agriculture,2020,1,True
Saudi Arabia,All,2021,1,True
China (mainland),All,2022,98696,False
Jordan,All,2017,1,True
Kenya,All,2016,1,True
Portugal,All,2021,4,True
Bulgaria,All,2017,3,True
Bulgaria,All,2018,4,True
United States,All,2023,3510,False
Israel,All,2023,34,False
Sweden,Banking and Finance,2019,0,True
Bulgaria,Banking and Finance,2019,0,True
Uruguay,Banking and Finance,2022,1,False
Lithuania,Banking and Finance,2022,0,False
Netherlands,Banking and Finance,2016,0,True
Taiwan,Banking and Finance,2023,2,False
Romania,Banking and Finance,2018,0,True
Turkey,Banking and Finance,2020,8,True
Singapore,Banking and Finance,2019,23,True
Colombia,Banking and Finance,2019,1,True
Greece,Banking and Finance,2021,0,True
Greece,Banking and Finance,2024,0,False
Hungary,Banking and Finance,2022,0,False
Tunisia,Banking and Finance,2020,0,True
Serbia,Business,2017,0,True
Brazil,Business,2019,35,True
Sweden,Business,2020,2,True
Sweden,Business,2022,2,False
Chile,Business,2022,0,False
Switzerland,Business,2023,0,False
United States,Business,2018,1922,True
Portugal,Business,2019,0,True
Luxembourg,Business,2021,6,True
Greece,Business,2017,1,True
Chile,Energy Management,2024,0,False
Ireland,Energy Management,2016,0,True
Taiwan,Energy Management,2016,4,True
World Intellectual Property Organization (WIPO),Energy Management,2024,1,False
Belgium,Energy Management,2018,0,True
Jordan,Energy Management,2021,0,True
Ukraine,Energy Management,2019,0,True
Indonesia,Energy Management,2016,0,True
Poland,Industry and Manufacturing,2020,6,True
Japan,Industry and Manufacturing,2021,280,True
Finland,Industry and Manufacturing,2023,1,False
Hungary,Industry and Manufacturing,2023,0,False
European Patent Organization,Industry and Manufacturing,2022,72,False
Switzerland,Industry and Manufacturing,2019,0,True
Taiwan,Industry and Manufacturing,2016,7,True
Bulgaria,Industry and Manufacturing,2024,2,False
Germany,Industry and Manufacturing,2018,59,True
Belgium,Life Sciences,2021,2,True
New Zealand,Life Sciences,2022,0,False
Japan,Life Sciences,2018,570,True
Uruguay,Life Sciences,2017,0,True
Germany,Life Sciences,2016,39,True
Taiwan,Life Sciences,2020,84,True
United Kingdom,Life Sciences,2021,77,True
South Korea,Life Sciences,2018,680,True
Netherlands,Life Sciences,2016,0,True
Australia,Life Sciences,2022,237,False
Australia,Life Sciences,2024,0,False
Switzerland,Life Sciences,2016,2,True
Switzerland,Life Sciences,2017,1,True
Latvia,Personal Devices and Computing,2017,0,True
World Intellectual Property Organization (WIPO),Personal Devices and Computing,2016,4,True
Chile,Personal Devices and Computing,2023,1,False
Lithuania,Personal Devices and Computing,2016,1,True
Russia,Personal Devices and Computing,2016,64,True
Denmark,Personal Devices and Computing,2018,9,True
Bulgaria,Personal Devices and Computing,2022,0,False
European Patent Organization,Personal Devices and Computing,2016,62,True
Slovakia,Personal Devices and Computing,2021,0,True
Taiwan,Personal Devices and Computing,2019,124,True
Brazil,Personal Devices and Computing,2019,79,True
World Intellectual Property Organization (WIPO),Physical Sciences and Engineering,2019,26,True
Costa Rica,Physical Sciences and Engineering,2020,0,True
Denmark,Physical Sciences and Engineering,2023,0,False
Lithuania,Physical Sciences and Engineering,2019,0,True
Germany,Physical Sciences and Engineering,2023,34,False
Australia,Physical Sciences and Engineering,2017,15,True
Romania,Physical Sciences and Engineering,2020,0,True
Norway,Physical Sciences and Engineering,2022,1,False
Malaysia,Physical Sciences and Engineering,2022,1,False
United Kingdom,Security,2021,26,True
Slovakia,Security,2024,1,False
Italy,Security,2019,5,True
Malaysia,Security,2020,3,True
Brazil,Security,2022,0,False
Israel,Telecommunications,2022,9,False
Morocco,Telecommunications,2021,0,True
Romania,Telecommunications,2024,0,False
Portugal,Telecommunications,2019,1,True
Uruguay,Telecommunications,2020,0,True
Finland,Telecommunications,2018,20,True
Eurasian Patent Organization,Telecommunications,2016,1,True
South Africa,Telecommunications,2024,0,False
Sweden,Telecommunications,2021,4,True
Austria,Telecommunications,2016,2,True
Serbia,Telecommunications,2022,0,False
Mexico,Telecommunications,2023,0,False
Panama,Transportation,2016,0,True
Taiwan,Transportation,2016,5,True
China (mainland),Transportation,2017,585,True
China (mainland),Transportation,2024,13778,False
Peru,Transportation,2017,0,True
Argentina,Transportation,2021,0,True
Israel,Transportation,2024,0,False
Spain,Transportation,2021,3,True
Spain,Transportation,2022,2,False
Australia,Transportation,2021,46,True
Belgium,Transportation,2023,0,False
Singapore,Agriculture,2017,3,True
Spain,Agriculture,2024,0,False
Argentina,Agriculture,2018,4,True
United Kingdom,Agriculture,2023,9,False
United States,Agriculture,2024,2,False
Jordan,Agriculture,2019,0,True
South Korea,Agriculture,2016,21,True
Belgium,Agriculture,2017,2,True
Taiwan,All,2023,384,False
Spain,All,2016,64,True
Turkey,All,2021,60,True
Brazil,All,2017,83,True
South Korea,All,2020,8267,True
Uruguay,All,2022,2,False
Ireland,Banking and Finance,2022,0,False
Lithuania,Banking and Finance,2017,1,True
Portugal,Banking and Finance,2016,0,True
Czechia,Banking and Finance,2018,0,True
South Korea,Banking and Finance,2023,167,False
Spain,Banking and Finance,2018,3,True
Italy,Banking and Finance,2021,5,True
Australia,Banking and Finance,2023,14,False
Israel,Banking and Finance,2024,0,False
Poland,Banking and Finance,2022,0,False
Mexico,Business,2019,18,True
Norway,Business,2019,2,True
Slovakia,Business,2021,0,True
Belgium,Business,2019,0,True
Tunisia,Business,2022,0,False
Germany,Business,2024,12,False
Australia,Business,2018,69,True
Czechia,Energy Management,2021,0,True
Romania,Energy Management,2024,0,False
Poland,Energy Management,2018,1,True
Serbia,Energy Management,2018,0,True
Serbia,Energy Management,2022,0,False
Serbia,Energy Management,2023,0,False
Lithuania,Energy Management,2019,0,True
Spain,Energy Management,2016,4,True
United States,Industry and Manufacturing,2024,3,False
International Bureau of WIPO,Industry and Manufacturing,2018,2,True
Switzerland,Industry and Manufacturing,2020,1,True
Taiwan,Industry and Manufacturing,2018,20,True
Taiwan,Industry and Manufacturing,2023,11,False
Ukraine,Industry and Manufacturing,2019,0,True
United Kingdom,Industry and Manufacturing,2016,17,True
Brazil,Industry and Manufacturing,2017,5,True
Czechia,Industry and Manufacturing,2020,0,True
Netherlands,Industry and Manufacturing,2024,0,False
Mexico,Industry and Manufacturing,2023,0,False
Peru,Life Sciences,2021,0,True
New Zealand,Life Sciences,2019,8,True
Japan,Life Sciences,2023,138,False
Japan,Life Sciences,2024,0,False
Argentina,Life Sciences,2020,2,True
Luxembourg,Life Sciences,2022,7,False
France,Life Sciences,2018,30,True
Turkey,Life Sciences,2021,15,True
Germany,Life Sciences,2022,121,False
Croatia,Life Sciences,2018,1,True
Spain,Life Sciences,2018,35,True
Portugal,Life Sciences,2016,2,True
South Africa,Life Sciences,2018,0,True
South Africa,Life Sciences,2024,0,False
European Patent Organization,Life Sciences,2018,175,True
Denmark,Life Sciences,2018,11,True
Ireland,Personal Devices and Computing,2022,0,False
Netherlands,Personal Devices and Computing,2024,1,False
Japan,Personal Devices and Computing,2024,15,False
Belgium,Personal Devices and Computing,2020,1,True
South Korea,Personal Devices and Computing,2018,1327,True
Philippines,Personal Devices and Computing,2017,1,True
Germany,Personal Devices and Computing,2018,221,True
United Kingdom,Physical Sciences and Engineering,2021,27,True
Philippines,Physical Sciences and Engineering,2022,0,False
Italy,Physical Sciences and Engineering,2022,3,False
Hungary,Physical Sciences and Engineering,2017,2,True
France,Physical Sciences and Engineering,2022,8,False
Saudi Arabia,Security,2018,0,True
Azerbaijan,Security,2018,0,True
South Korea,Security,2017,137,True
Singapore,Security,2021,1,True
Slovakia,Security,2023,0,False
Norway,Security,2019,0,True
Denmark,Security,2021,0,True
Malaysia,Security,2017,0,True
Canada,Security,2021,60,True
Czechia,Telecommunications,2022,0,False
Morocco,Telecommunications,2022,0,False
Japan,Telecommunications,2022,444,False
Eurasian Patent Organization,Telecommunications,2018,1,True
China (mainland),Telecommunications,2016,677,True
United States,Telecommunications,2017,2484,True
Spain,Telecommunications,2021,8,True
Canada,Telecommunications,2018,116,True
Greece,Telecommunications,2023,3,False
United States,Transportation,2020,1182,True
South Africa,Transportation,2019,0,True
Norway,Transportation,2019,1,True
Finland,Transportation,2021,2,True
Serbia,Transportation,2019,0,True
Slovenia,Transportation,2016,0,True
Slovakia,Transportation,2021,0,True
Australia,Transportation,2024,0,False
Russia,Transportation,2019,16,True
Czechia,Transportation,2023,0,False
Indonesia,Agriculture,2016,0,True
European Patent Organization,Agriculture,2024,0,False
Ukraine,Agriculture,2022,0,False
New Zealand,Agriculture,2021,0,True
United Kingdom,Agriculture,2024,7,False
Serbia,Agriculture,2018,1,True
United States,Agriculture,2018,165,True
World Intellectual Property Organization (WIPO),Agriculture,2023,32,False
Norway,Agriculture,2022,1,False
Mexico,All,2020,134,True
Hungary,All,2019,9,True
Sweden,All,2023,19,False
Russia,All,2021,56,True
Chile,All,2022,3,False
Moldova,All,2021,1,True
Canada,All,2017,424,True
Canada,All,2024,1,False
Morocco,All,2022,4,False
Portugal,All,2016,10,True
Bulgaria,All,2019,3,True
Bulgaria,All,2021,4,True
Brazil,All,2022,21,False
Sri Lanka,All,2016,1,True
Eurasian Patent Organization,All,2018,13,True
Bulgaria,Banking and Finance,2017,0,True
Turkey,Banking and Finance,2019,0,True
Malaysia,Banking and Finance,2020,2,True
Israel,Banking and Finance,2020,1,True
Greece,Banking and Finance,2020,0,True
Serbia,Business,2018,0,True
Brazil,Business,2016,9,True
Belgium,Business,2016,0,True
China (mainland),Business,2021,10312,True
China (mainland),Business,2023,13577,False
Portugal,Business,2020,1,True
Croatia,Business,2020,0,True
Australia,Business,2020,121,True
European Patent Organization,Business,2016,10,True
World Intellectual Property Organization (WIPO),Business,2022,168,False
Slovenia,Energy Management,2019,0,True
Israel,Energy Management,2020,0,True
Romania,Energy Management,2022,1,False
Singapore,Energy Management,2016,1,True
Switzerland,Energy Management,2017,0,True
Spain,Energy Management,2021,6,True
Portugal,Energy Management,2018,1,True
Portugal,Energy Management,2023,0,False
Austria,Energy Management,2017,4,True
Japan,Industry and Manufacturing,2017,209,True
South Korea,Industry and Manufacturing,2018,252,True
Turkey,Industry and Manufacturing,2017,1,True
Turkey,Industry and Manufacturing,2018,0,True
World Intellectual Property Organization (WIPO),Industry and Manufacturing,2023,61,False
Bulgaria,Industry and Manufacturing,2023,0,False
France,Industry and Manufacturing,2019,8,True
Belgium,Industry and Manufacturing,2017,0,True
Belgium,Industry and Manufacturing,2022,3,False
Sweden,Life Sciences,2016,1,True
Sweden,Life Sciences,2020,6,True
Canada,Life Sciences,2018,231,True
India,Life Sciences,2022,0,False
France,Life Sciences,2021,48,True
Italy,Life Sciences,2022,20,False
Croatia,Life Sciences,2020,0,True
Spain,Life Sciences,2019,30,True
Chile,Personal Devices and Computing,2019,0,True
China (mainland),Personal Devices and Computing,2019,19035,True
China (mainland),Personal Devices and Computing,2020,36675,True
Morocco,Personal Devices and Computing,2019,4,True
South Africa,Personal Devices and Computing,2017,2,True
Austria,Personal Devices and Computing,2019,1,True
South Korea,Personal Devices and Computing,2022,2835,False
Serbia,Personal Devices and Computing,2021,1,True
United Kingdom,Personal Devices and Computing,2016,97,True
Germany,Personal Devices and Computing,2023,183,False
