country,field,year,estimated_investment,complete
Tunisia,General purpose,2019,0,True
United Arab Emirates,General purpose,2022,204,True
Saint Kitts and Nevis,General purpose,2021,0,True
Seychelles,General purpose,2023,25,True
Denmark,General purpose,2016,9,True
Sri Lanka,General purpose,2021,0,True
Malta,Hardware,2020,1,True
Portugal,Hardware,2021,6,True
Switzerland,Hardware,2019,458,True
United States,Hardware,2019,17455,True
Estonia,Hardware,2025,24,True
Malaysia,Hardware,2017,1,True
South Korea,Hardware,2024,396,True
Germany,Hardware,2020,598,True
United Kingdom,Hardware,2026,625,False
Chile,Hardware,2025,1,True
United Arab Emirates,Hardware,2020,2,True
Norway,Hardware,2021,66,True
Qatar,Hardware,2025,1,True
India,Healthcare and Life Sciences,2016,2,True
Spain,Healthcare and Life Sciences,2022,121,True
Spain,Healthcare and Life Sciences,2024,29,True
Denmark,Healthcare and Life Sciences,2025,10,True
United States,Healthcare and Life Sciences,2025,29160,True
Peru,Healthcare and Life Sciences,2024,0,True
China (mainland),Healthcare and Life Sciences,2016,197,True
Israel,Healthcare and Life Sciences,2019,2097,True
Norway,Healthcare and Life Sciences,2017,2,True
Norway,Healthcare and Life Sciences,2024,7,True
New Zealand,Healthcare and Life Sciences,2021,4,True
New Zealand,Healthcare and Life Sciences,2025,4,True
Zimbabwe,Healthcare and Life Sciences,2019,0,True
Australia,Information Technology,2020,159,True
Bulgaria,Information Technology,2017,0,True
Canada,Information Technology,2016,80,True
Finland,Information Technology,2017,9,True
Argentina,Information Technology,2016,0,True
Argentina,Information Technology,2021,3,True
Argentina,Information Technology,2024,1,True
Sweden,Information Technology,2016,3,True
United Kingdom,Information Technology,2018,394,True
Latvia,Information Technology,2023,0,True
New Zealand,Information Technology,2017,0,True
Colombia,Information Technology,2024,1,True
Bahrain,Information Technology,2021,0,True
Netherlands,Information Technology,2017,134,True
Czechia,Lending and Investments,2023,11,True
Belgium,Lending and Investments,2025,3,True
Canada,Lending and Investments,2017,23,True
Spain,Lending and Investments,2021,42,True
Germany,Lending and Investments,2016,33,True
Japan,Manufacturing,2024,151,True
Tunisia,Manufacturing,2020,0,True
United Arab Emirates,Manufacturing,2021,8,True
Poland,Manufacturing,2020,2,True
China (mainland),Manufacturing,2018,580,True
South Africa,Manufacturing,2023,1,True
United Kingdom,Manufacturing,2022,143,True
Germany,Manufacturing,2016,213,True
Germany,Manufacturing,2024,838,True
Mexico,Media and Entertainment,2021,8,True
Bulgaria,Media and Entertainment,2024,1,True
India,Media and Entertainment,2018,10,True
Israel,Media and Entertainment,2024,28,True
Ireland,Media and Entertainment,2020,5,True
Lebanon,Media and Entertainment,2018,0,True
Belgium,"Military, public safety and government",2019,1,True
Singapore,"Military, public safety and government",2021,23,True
Norway,"Military, public safety and government",2025,0,True
Spain,"Military, public safety and government",2020,0,True
Poland,"Military, public safety and government",2024,1,True
Saudi Arabia,"Military, public safety and government",2025,1,True
Portugal,"Mobile, platforms & Internet services",2017,6,True
Netherlands,"Mobile, platforms & Internet services",2025,96,True
Italy,"Mobile, platforms & Internet services",2016,9,True
Italy,"Mobile, platforms & Internet services",2021,16,True
Ghana,"Mobile, platforms & Internet services",2021,1,True
Ireland,"Mobile, platforms & Internet services",2018,15,True
Taiwan,"Mobile, platforms & Internet services",2020,9,True
Norway,"Mobile, platforms & Internet services",2020,5,True
India,"Mobile, platforms & Internet services",2017,29,True
Nigeria,"Mobile, platforms & Internet services",2026,0,False
Uruguay,"Mobile, platforms & Internet services",2020,0,True
Estonia,NLP,2021,5,True
Sweden,NLP,2019,2,True
Denmark,NLP,2017,15,True
Argentina,NLP,2023,344,True
Poland,NLP,2023,18,True
United Kingdom,NLP,2017,18,True
China (mainland),NLP,2017,39,True
Cyprus,NLP,2022,1,True
Switzerland,Navigation and mapping,2025,0,True
Belarus,Navigation and mapping,2017,4,True
Saudi Arabia,Navigation and mapping,2019,0,True
Belgium,Navigation and mapping,2018,0,True
India,Navigation and mapping,2021,2,True
Iceland,Other,2016,1,True
Poland,Other,2026,2,False
Russia,Other,2023,1,True
Spain,Other,2017,13,True
Bulgaria,Other,2018,0,True
South Africa,Other,2023,4,True
Ukraine,Other,2025,87,True
South Korea,Other,2023,35,True
South Korea,Other,2025,10,True
Lithuania,Other,2021,0,True
Netherlands,Privacy and Security,2020,7,True
Netherlands,Privacy and Security,2021,220,True
Ireland,Privacy and Security,2025,81,True
Mexico,Privacy and Security,2017,0,True
Canada,Professional services,2016,75,True
Canada,Professional services,2021,240,True
India,Professional services,2016,32,True
Finland,Professional services,2020,1,True
Japan,Professional services,2016,624,True
Poland,Professional services,2021,19,True
Spain,Real estate,2019,12,True
Chile,Real estate,2022,1,True
Estonia,Real estate,2021,2,True
Finland,Real estate,2024,4,True
Turkey,Real estate,2025,0,True
Singapore,Real estate,2018,1,True
Kenya,Real estate,2025,0,True
Poland,Robotics,2026,10,False
Netherlands,Robotics,2019,6,True
Denmark,Robotics,2025,1,True
Ukraine,"Sales, retail, commerce, marketing",2022,0,True
Colombia,"Sales, retail, commerce, marketing",2024,1,True
Finland,"Sales, retail, commerce, marketing",2016,2,True
Hungary,"Sales, retail, commerce, marketing",2019,1,True
Ireland,"Sales, retail, commerce, marketing",2017,24,True
Japan,"Sales, retail, commerce, marketing",2024,36,True
Peru,"Sales, retail, commerce, marketing",2021,0,True
Russia,"Sales, retail, commerce, marketing",2018,3,True
Saudi Arabia,"Sales, retail, commerce, marketing",2017,2,True
Saudi Arabia,"Sales, retail, commerce, marketing",2019,8,True
Singapore,"Sales, retail, commerce, marketing",2025,2161,True
Singapore,Semiconductor,2016,2,True
Israel,Semiconductor,2023,40,True
United States,Simulation,2023,11,True
Lithuania,Software,2023,6,True
Denmark,Software,2021,231,True
Chile,Software,2020,17,True
New Zealand,Software,2020,136,True
Lebanon,Software,2022,0,True
Uganda,Software,2020,0,True
United Kingdom,Software,2017,729,True
Uruguay,Software,2021,100,True
Cyprus,Software,2025,52,True
France,Speech Recognition,2024,2,True
China (mainland),Speech Recognition,2020,100,True
Sweden,Sports,2019,5,True
Brazil,Sports,2016,0,True
South Korea,Sports,2019,1,True
South Korea,Sports,2020,0,True
Russia,Sports,2019,1,True
Ireland,Sports,2025,5,True
India,Telecommunications,2021,7,True
Brazil,Telecommunications,2021,8,True
Singapore,Telecommunications,2019,3,True
United Kingdom,Telecommunications,2025,68,True
France,Telecommunications,2025,812,True
New Zealand,Telecommunications,2022,1,True
Czechia,Transportation,2017,0,True
Finland,Transportation,2019,200,True
Sweden,Transportation,2018,0,True
France,Transportation,2019,48,True
Portugal,Transportation,2016,0,True
Portugal,Transportation,2018,3,True
Germany,Transportation,2020,406,True
Ireland,Transportation,2023,2,True
Indonesia,Transportation,2025,1,True
Bangladesh,Transportation,2019,0,True
Switzerland,Transportation,2021,138,True
United Arab Emirates,Transportation,2019,0,True
United Arab Emirates,Transportation,2025,42,True
Saudi Arabia,Transportation,2018,1,True
South Africa,Transportation,2018,0,True
Spain,Agriculture,2022,2,True
Argentina,Agriculture,2019,1,True
Turkey,Agriculture,2023,2,True
Austria,Agriculture,2025,1,True
Poland,Agriculture,2025,5,True
China (mainland),Agriculture,2023,41,True
United States,Agriculture,2021,940,True
Saudi Arabia,Agriculture,2018,0,True
Singapore,Agriculture,2019,1,True
Germany,Agriculture,2026,1,False
India,All,2025,3359,True
Argentina,All,2020,3,True
China (mainland),All,2021,18380,True
Bosnia and Herzegovina,All,2024,0,True
United States,All,2019,91723,True
United States,All,2022,94887,True
Austria,All,2016,6,True
Cyprus,All,2022,6,True
Slovenia,All,2021,0,True
United Arab Emirates,All,2026,188,False
Philippines,All,2019,1,True
Philippines,All,2022,66,True
Ireland,All,2023,342,True
Pakistan,All,2025,1,True
Indonesia,All,2017,28,True
Malta,All,2021,4,True
Peru,Biotechnology,2021,0,True
Sweden,Biotechnology,2018,1,True
Italy,Biotechnology,2020,1,True
Singapore,Biotechnology,2022,6,True
Denmark,Biotechnology,2023,40,True
Romania,Biotechnology,2024,0,True
China (mainland),Biotechnology,2018,55,True
South Africa,Community and Lifestyle,2021,0,True
Australia,Community and Lifestyle,2025,73,True
Israel,Community and Lifestyle,2022,57,True
China (mainland),Community and Lifestyle,2025,127,True
Malta,Community and Lifestyle,2017,1,True
Norway,Community and Lifestyle,2017,0,True
Singapore,Community and Lifestyle,2024,8,True
China (mainland),Computer Vision,2021,325,True
Germany,Computer Vision,2021,172,True
Ireland,Computer Vision,2018,55,True
Japan,Computer Vision,2017,99,True
Netherlands,Computer Vision,2024,2,True
Lithuania,Computer Vision,2025,0,True
India,Computer Vision,2018,3,True
United States,Computer Vision,2016,300,True
Latvia,Consumer goods,2020,3,True
Spain,Consumer goods,2018,1,True
Luxembourg,Consumer goods,2016,3,True
Poland,Consumer goods,2025,4,True
China (mainland),Consumer goods,2022,985,True
Turkey,Consumer goods,2019,0,True
Australia,Consumer goods,2019,3,True
Colombia,Consumer goods,2024,3,True
Netherlands,Consumer goods,2024,103,True
Israel,Cyber Security,2024,463,True
Brazil,Cyber Security,2020,5,True
Austria,Cyber Security,2024,0,True
Barbados,Data and analytics,2016,18,True
Kazakhstan,Data and analytics,2025,5,True
Malaysia,Data and analytics,2024,33,True
Botswana,Data and analytics,2024,1,True
Germany,Data and analytics,2022,2501,True
Spain,Data and analytics,2020,195,True
Indonesia,Data and analytics,2016,2,True
Sri Lanka,Data and analytics,2019,1,True
Sweden,Data and analytics,2018,67,True
Sweden,Data and analytics,2022,7329,True
Brazil,Data and analytics,2023,737,True
France,Data and analytics,2019,1184,True
Vietnam,Education,2021,3,True
Belgium,Education,2023,1,True
Turkey,Education,2021,2,True
Portugal,Education,2025,0,True
Australia,Education,2016,0,True
Australia,Education,2024,47,True
Spain,Education,2018,1,True
Spain,Education,2022,1,True
Israel,Education,2019,0,True
Colombia,Education,2021,0,True
Norway,Education,2023,2,True
Japan,Energy and natural resources,2023,11,True
Finland,Energy and natural resources,2023,2,True
New Zealand,Energy and natural resources,2021,1050,True
India,Energy and natural resources,2017,3,True
Peru,Energy and natural resources,2020,0,True
Portugal,Energy and natural resources,2022,1,True
Estonia,Energy and natural resources,2024,13,True
United States,Facial Recognition,2020,6,True
China (mainland),Facial Recognition,2016,21,True
Cyprus,Facial Recognition,2019,1,True
El Salvador,Finance,2021,0,True
Australia,Finance,2020,143,True
United States,Finance,2023,5151,True
Taiwan,Finance,2023,11,True
United Kingdom,Finance,2018,301,True
Brazil,Finance,2025,142,True
Canada,Finance,2020,297,True
Denmark,Gaming,2020,0,True
Poland,Gaming,2021,2,True
Brazil,Gaming,2022,1,True
Israel,Gaming,2016,7,True
Australia,Gaming,2022,1,True
Romania,Gaming,2024,1,True
Norway,General purpose,2022,156,True
Saudi Arabia,General purpose,2016,1057,True
Mexico,General purpose,2016,4,True
Lithuania,General purpose,2017,1,True
Lithuania,General purpose,2018,4,True
Belarus,General purpose,2020,1,True
Spain,General purpose,2018,57,True
Uruguay,General purpose,2024,3,True
Serbia,General purpose,2022,0,True
Singapore,General purpose,2021,1397,True
Mongolia,General purpose,2019,0,True
Egypt,General purpose,2018,0,True
Switzerland,Hardware,2016,6,True
Switzerland,Hardware,2023,236,True
United States,Hardware,2017,4677,True
Italy,Hardware,2017,4,True
Sri Lanka,Hardware,2019,1,True
South Korea,Hardware,2023,355,True
Ukraine,Hardware,2021,1,True
Germany,Hardware,2023,759,True
Spain,Hardware,2021,57,True
Czechia,Hardware,2020,19,True
Czechia,Hardware,2025,21,True
Indonesia,Hardware,2019,0,True
Japan,Hardware,2021,117,True
Latvia,Hardware,2021,0,True
Bangladesh,Hardware,2019,0,True
Lithuania,Hardware,2019,3,True
Poland,Hardware,2021,14,True
Sweden,Healthcare and Life Sciences,2016,1,True
Sweden,Healthcare and Life Sciences,2017,7,True
Slovakia,Healthcare and Life Sciences,2023,1,True
Mexico,Healthcare and Life Sciences,2016,2,True
Poland,Healthcare and Life Sciences,2022,9,True
Norway,Healthcare and Life Sciences,2019,19,True
Taiwan,Healthcare and Life Sciences,2024,33,True
Turkey,Healthcare and Life Sciences,2023,3,True
Hungary,Healthcare and Life Sciences,2025,0,True
Australia,Information Technology,2025,409,True
Mexico,Information Technology,2026,26,False
Slovakia,Information Technology,2019,3,True
Chile,Information Technology,2023,4,True
United Kingdom,Information Technology,2019,564,True
Kenya,Information Technology,2025,0,True
Portugal,Information Technology,2018,118,True
Portugal,Information Technology,2024,8,True
Israel,Information Technology,2025,1236,True
France,Lending and Investments,2020,4,True
Turkey,Lending and Investments,2020,0,True
Finland,Lending and Investments,2018,1,True
Mexico,Lending and Investments,2017,0,True
Sweden,Lending and Investments,2024,2,True
Latvia,Manufacturing,2021,0,True
Poland,Manufacturing,2024,19,True
Spain,Manufacturing,2017,1,True
Turkey,Manufacturing,2022,1,True
Austria,Manufacturing,2024,5,True
Switzerland,Manufacturing,2017,19,True
China (mainland),Manufacturing,2021,1091,True
Mexico,Manufacturing,2024,0,True
France,Manufacturing,2021,25,True
Spain,Media and Entertainment,2019,70,True
Sri Lanka,Media and Entertainment,2024,0,True
Australia,Media and Entertainment,2024,1094,True
Belgium,Media and Entertainment,2022,1,True
Netherlands,Media and Entertainment,2024,157,True
Czechia,Media and Entertainment,2019,1,True
Germany,Media and Entertainment,2018,391,True
Jordan,Media and Entertainment,2022,0,True
China (mainland),Media and Entertainment,2026,106,False
Jamaica,Media and Entertainment,2025,50,True
Sweden,Media and Entertainment,2021,2631,True
Latvia,Media and Entertainment,2019,0,True
India,"Military, public safety and government",2019,1,True
France,"Military, public safety and government",2026,200,False
Bulgaria,"Mobile, platforms & Internet services",2021,0,True
Vietnam,"Mobile, platforms & Internet services",2022,7,True
Singapore,"Mobile, platforms & Internet services",2018,182,True
Lebanon,"Mobile, platforms & Internet services",2017,0,True
New Zealand,"Mobile, platforms & Internet services",2016,136,True
United Arab Emirates,"Mobile, platforms & Internet services",2018,156,True
Australia,"Mobile, platforms & Internet services",2018,43,True
Italy,"Mobile, platforms & Internet services",2024,72,True
Spain,"Mobile, platforms & Internet services",2016,12,True
Taiwan,"Mobile, platforms & Internet services",2016,5,True
Tunisia,"Mobile, platforms & Internet services",2018,1,True
