country,field,year,disclosed_investment,complete
Colombia,"Sales, retail, commerce, marketing",2022,3,True
Denmark,"Sales, retail, commerce, marketing",2017,0,True
India,"Sales, retail, commerce, marketing",2018,9,True
Lithuania,"Sales, retail, commerce, marketing",2019,0,True
France,"Sales, retail, commerce, marketing",2022,121,True
Uruguay,"Sales, retail, commerce, marketing",2024,1,True
Romania,"Sales, retail, commerce, marketing",2019,0,True
China (mainland),"Sales, retail, commerce, marketing",2016,30,True
Malaysia,"Sales, retail, commerce, marketing",2023,58,True
India,Semiconductor,2024,26,True
South Korea,Semiconductor,2019,1,True
United Kingdom,Semiconductor,2023,14,True
Azerbaijan,Simulation,2022,0,True
Uganda,Software,2022,0,True
Bahrain,Software,2020,0,True
Taiwan,Software,2016,8,True
Croatia,Software,2019,0,True
Kenya,Software,2017,0,True
China (mainland),Software,2017,3480,True
Poland,Software,2026,17,False
Denmark,Software,2025,40,True
Bangladesh,Software,2018,0,True
Turkey,Software,2022,42,True
Sri Lanka,Software,2017,2,True
Chile,Software,2021,35,True
Austria,Software,2023,31,True
Germany,Software,2020,249,True
Switzerland,Software,2021,182,True
United Arab Emirates,Software,2024,1727,True
United Arab Emirates,Software,2026,0,False
Russia,Software,2016,1,True
Australia,Software,2026,5106,False
Finland,Software,2018,7,True
Finland,Software,2020,161,True
Colombia,Speech Recognition,2022,1,True
Serbia,Speech Recognition,2018,0,True
Saudi Arabia,Speech Recognition,2025,5,True
Ireland,Sports,2020,6,True
Netherlands,Sports,2020,0,True
Netherlands,Sports,2024,0,True
United States,Sports,2016,32,True
Jordan,Telecommunications,2016,0,True
Spain,Telecommunications,2021,2,True
Germany,Telecommunications,2025,16,True
Japan,Transportation,2022,34,True
Japan,Transportation,2026,1501,False
Ireland,Transportation,2018,5,True
Hungary,Transportation,2021,1,True
India,Transportation,2020,12,True
Spain,Transportation,2016,0,True
Sweden,Agriculture,2019,2,True
Poland,Agriculture,2023,0,True
Japan,Agriculture,2020,2,True
United States,Agriculture,2021,505,True
Turkey,Agriculture,2025,3,True
Italy,Agriculture,2025,0,True
Saudi Arabia,Agriculture,2019,1,True
Kenya,Agriculture,2020,4,True
Netherlands,All,2019,224,True
Belgium,All,2019,117,True
Bosnia and Herzegovina,All,2021,0,True
Colombia,All,2019,4,True
Romania,All,2020,4,True
India,All,2020,20492,True
Serbia,All,2021,0,True
Serbia,All,2022,8,True
Serbia,All,2024,6,True
South Korea,All,2016,69,True
South Africa,All,2020,91,True
Lithuania,All,2020,2,True
France,All,2024,2117,True
Mauritius,All,2020,3,True
Luxembourg,All,2023,5,True
Spain,All,2017,115,True
Vietnam,All,2023,9,True
Mexico,All,2026,26,False
Denmark,Biotechnology,2016,0,True
Turkey,Biotechnology,2022,12,True
Italy,Biotechnology,2021,31,True
Belgium,Biotechnology,2017,0,True
Ireland,Biotechnology,2018,34,True
Ireland,Community and Lifestyle,2016,5,True
United States,Community and Lifestyle,2021,333,True
Denmark,Community and Lifestyle,2019,0,True
Chile,Community and Lifestyle,2020,7,True
Portugal,Community and Lifestyle,2016,0,True
France,Community and Lifestyle,2018,0,True
Belgium,Community and Lifestyle,2023,0,True
Malaysia,Community and Lifestyle,2019,1,True
Israel,Computer Vision,2017,17,True
Canada,Computer Vision,2021,70,True
Norway,Computer Vision,2022,6,True
France,Computer Vision,2019,24,True
Mexico,Computer Vision,2025,55,True
Netherlands,Computer Vision,2022,1,True
France,Consumer goods,2024,5,True
Georgia,Consumer goods,2025,0,True
Austria,Consumer goods,2019,0,True
Spain,Consumer goods,2024,0,True
Czechia,Consumer goods,2019,1,True
Latvia,Consumer goods,2017,0,True
Israel,Cyber Security,2022,44,True
Portugal,Cyber Security,2022,2,True
Switzerland,Cyber Security,2018,3,True
Denmark,Cyber Security,2024,1,True
Norway,Cyber Security,2023,2,True
Georgia,Data and analytics,2025,1,True
Spain,Data and analytics,2018,39,True
Belgium,Data and analytics,2022,127,True
Cyprus,Data and analytics,2017,1,True
Sri Lanka,Data and analytics,2018,2,True
Hungary,Data and analytics,2025,2,True
South Korea,Data and analytics,2018,39,True
Luxembourg,Data and analytics,2021,2,True
South Africa,Data and analytics,2019,5,True
Paraguay,Data and analytics,2024,0,True
Israel,Data and analytics,2022,1421,True
Ukraine,Data and analytics,2022,0,True
Austria,Data and analytics,2019,12,True
Portugal,Education,2025,0,True
Japan,Education,2019,12,True
New Zealand,Education,2022,0,True
New Zealand,Education,2024,0,True
China (mainland),Education,2021,26,True
China (mainland),Education,2022,20,True
Brazil,Education,2019,6,True
Brazil,Education,2021,1,True
Kenya,Education,2023,0,True
Mexico,Education,2020,1,True
United States,Education,2020,335,True
Bulgaria,Education,2022,0,True
Malta,Education,2017,1,True
Malaysia,Education,2023,0,True
Spain,Energy and natural resources,2017,1,True
Chile,Energy and natural resources,2024,1,True
Nigeria,Energy and natural resources,2022,0,True
China (mainland),Energy and natural resources,2020,8,True
India,Finance,2016,1,True
South Korea,Finance,2017,2,True
Thailand,Finance,2020,2,True
Sweden,Finance,2022,6,True
United Kingdom,Finance,2022,407,True
Brazil,Finance,2026,155,False
China (mainland),Finance,2024,301,True
Ireland,Finance,2018,0,True
Portugal,Gaming,2022,0,True
Austria,General purpose,2018,4,True
Indonesia,General purpose,2020,6,True
India,General purpose,2020,152,True
United States,General purpose,2024,34185,True
Japan,General purpose,2023,145,True
Serbia,General purpose,2022,0,True
Serbia,General purpose,2024,2,True
Netherlands,General purpose,2020,31,True
Turkey,General purpose,2023,28,True
Pakistan,General purpose,2021,3,True
Romania,General purpose,2018,0,True
Taiwan,General purpose,2024,85,True
Belgium,General purpose,2022,26,True
Jordan,General purpose,2019,0,True
Australia,Hardware,2016,4,True
Georgia,Hardware,2025,0,True
Israel,Hardware,2018,107,True
South Korea,Hardware,2024,148,True
Mexico,Hardware,2020,0,True
India,Hardware,2021,21,True
Sweden,Hardware,2026,1,False
Qatar,Hardware,2023,0,True
Cyprus,Hardware,2024,3,True
Canada,Hardware,2018,83,True
Switzerland,Hardware,2017,24,True
Czechia,Healthcare and Life Sciences,2024,0,True
Kenya,Healthcare and Life Sciences,2021,1,True
Morocco,Healthcare and Life Sciences,2022,0,True
France,Healthcare and Life Sciences,2018,13,True
India,Healthcare and Life Sciences,2018,7,True
Spain,Healthcare and Life Sciences,2016,1,True
New Zealand,Healthcare and Life Sciences,2018,0,True
Hungary,Healthcare and Life Sciences,2023,6,True
Qatar,Healthcare and Life Sciences,2019,0,True
Russia,Healthcare and Life Sciences,2020,5,True
Israel,Healthcare and Life Sciences,2023,39,True
Bulgaria,Healthcare and Life Sciences,2024,1,True
Chile,Information Technology,2020,2,True
Argentina,Information Technology,2017,4,True
Iceland,Information Technology,2018,0,True
Japan,Information Technology,2021,214,True
Pakistan,Information Technology,2022,0,True
Colombia,Information Technology,2020,3,True
Latvia,Information Technology,2019,2,True
Latvia,Information Technology,2021,0,True
Finland,Information Technology,2020,21,True
Norway,Information Technology,2016,0,True
Netherlands,Lending and Investments,2022,128,True
Mexico,Lending and Investments,2017,0,True
Poland,Lending and Investments,2019,0,True
Ukraine,Lending and Investments,2022,0,True
Singapore,Lending and Investments,2018,4,True
Uruguay,Lending and Investments,2025,0,True
Jordan,Lending and Investments,2022,0,True
Germany,Lending and Investments,2023,5,True
Canada,Lending and Investments,2018,3,True
Spain,Manufacturing,2023,4,True
Switzerland,Manufacturing,2023,35,True
Germany,Manufacturing,2021,79,True
United Arab Emirates,Manufacturing,2024,2,True
Norway,Manufacturing,2022,113,True
South Korea,Manufacturing,2016,1,True
Denmark,Manufacturing,2019,14,True
Finland,Media and Entertainment,2020,8,True
Germany,Media and Entertainment,2020,4,True
Chile,Media and Entertainment,2019,0,True
United States,Media and Entertainment,2017,339,True
Taiwan,Media and Entertainment,2016,2,True
Taiwan,Media and Entertainment,2020,1,True
China (mainland),Media and Entertainment,2020,674,True
Netherlands,"Military, public safety and government",2022,2,True
India,"Military, public safety and government",2025,9,True
Turkey,"Military, public safety and government",2024,1,True
Germany,"Mobile, platforms & Internet services",2019,32,True
Colombia,"Mobile, platforms & Internet services",2024,1,True
Israel,"Mobile, platforms & Internet services",2024,359,True
Saudi Arabia,"Mobile, platforms & Internet services",2016,1001,True
Saudi Arabia,"Mobile, platforms & Internet services",2021,1704,True
United States,"Mobile, platforms & Internet services",2023,3256,True
Luxembourg,"Mobile, platforms & Internet services",2020,2,True
Hungary,"Mobile, platforms & Internet services",2023,7,True
Cyprus,"Mobile, platforms & Internet services",2024,3,True
China (mainland),"Mobile, platforms & Internet services",2018,1099,True
China (mainland),"Mobile, platforms & Internet services",2026,21,False
South Korea,"Mobile, platforms & Internet services",2022,71,True
Canada,"Mobile, platforms & Internet services",2020,125,True
United Kingdom,NLP,2020,31,True
Vietnam,NLP,2022,3,True
Singapore,NLP,2022,6,True
Spain,NLP,2020,4,True
Austria,NLP,2022,2,True
United Kingdom,Navigation and mapping,2024,6,True
India,Navigation and mapping,2018,1,True
Austria,Navigation and mapping,2021,5,True
Australia,Navigation and mapping,2025,3,True
Sweden,Other,2024,18,True
Sweden,Other,2026,1,False
India,Other,2026,1,False
Netherlands,Other,2026,2,False
Singapore,Other,2017,8,True
Singapore,Other,2022,44,True
Estonia,Other,2024,1,True
Zimbabwe,Other,2024,1,True
Israel,Other,2023,15,True
Canada,Other,2023,9,True
United Kingdom,Other,2024,432,True
Japan,Privacy and Security,2024,9,True
United Kingdom,Privacy and Security,2023,20,True
China (mainland),Privacy and Security,2018,141,True
New Zealand,Privacy and Security,2016,0,True
Kenya,Privacy and Security,2025,0,True
Luxembourg,Privacy and Security,2020,6,True
Bangladesh,Privacy and Security,2025,0,True
Sweden,Professional services,2021,27,True
United States,Professional services,2017,310,True
Australia,Professional services,2019,2,True
Poland,Professional services,2020,4,True
Finland,Professional services,2020,1,True
Japan,Professional services,2019,22,True
China (mainland),Professional services,2016,10,True
China (mainland),Professional services,2025,8,True
Chile,Professional services,2025,2,True
Spain,Real estate,2017,1,True
Israel,Real estate,2018,3,True
United States,Real estate,2023,336,True
United Kingdom,Real estate,2023,159,True
Norway,Real estate,2023,1,True
Sri Lanka,Real estate,2025,0,True
Norway,Robotics,2021,18,True
Finland,Robotics,2022,0,True
India,Robotics,2017,3,True
Japan,Robotics,2017,115,True
Switzerland,Robotics,2018,7,True
Switzerland,Robotics,2019,5,True
Israel,"Sales, retail, commerce, marketing",2019,44,True
Luxembourg,"Sales, retail, commerce, marketing",2023,1,True
Norway,"Sales, retail, commerce, marketing",2017,3,True
Norway,"Sales, retail, commerce, marketing",2023,7,True
China (mainland),Semiconductor,2024,15,True
United Kingdom,Simulation,2019,4,True
United States,Simulation,2017,1,True
Armenia,Software,2024,2,True
Indonesia,Software,2025,4,True
United States,Software,2017,6579,True
Japan,Software,2025,257,True
Denmark,Software,2024,68,True
Belize,Software,2022,20,True
Egypt,Software,2017,0,True
Ukraine,Software,2025,19,True
Belarus,Software,2017,1,True
Estonia,Software,2016,2,True
Italy,Software,2018,12,True
Germany,Speech Recognition,2023,1,True
Thailand,Speech Recognition,2018,0,True
Thailand,Speech Recognition,2024,0,True
Romania,Sports,2021,0,True
India,Sports,2017,0,True
United Arab Emirates,Sports,2021,1,True
Australia,Telecommunications,2021,1,True
Singapore,Transportation,2016,0,True
Portugal,Transportation,2018,3,True
Portugal,Transportation,2020,0,True
Ukraine,Transportation,2024,1,True
Brazil,Transportation,2021,10,True
United Arab Emirates,Transportation,2018,1,True
Poland,Transportation,2026,10,False
New Zealand,Agriculture,2019,0,True
Israel,Agriculture,2016,7,True
Belgium,Agriculture,2024,14,True
Germany,Agriculture,2018,14,True
Canada,Agriculture,2017,2,True
Argentina,Agriculture,2019,1,True
Chile,Agriculture,2018,0,True
China (mainland),All,2020,12221,True
Slovakia,All,2020,7,True
Australia,All,2018,163,True
United Arab Emirates,All,2023,431,True
Ireland,All,2026,6,False
Turkey,All,2019,10,True
Turkey,All,2023,49,True
Taiwan,All,2026,35,False
Japan,All,2022,547,True
North Macedonia,All,2024,0,True
Zimbabwe,All,2019,0,True
Canada,All,2023,1618,True
Iceland,All,2021,4,True
Qatar,All,2024,4,True
Lithuania,All,2023,8,True
Tanzania,All,2023,0,True
Uzbekistan,All,2025,0,True
Argentina,All,2022,10,True
Argentina,All,2024,6,True
Russia,Biotechnology,2019,0,True
New Zealand,Biotechnology,2023,0,True
Israel,Biotechnology,2022,58,True
Israel,Biotechnology,2023,8,True
Spain,Biotechnology,2020,4,True
China (mainland),Community and Lifestyle,2025,58,True
Bulgaria,Community and Lifestyle,2018,0,True
Germany,Community and Lifestyle,2021,157,True
Japan,Community and Lifestyle,2022,10,True
Portugal,Community and Lifestyle,2018,0,True
Czechia,Community and Lifestyle,2021,1,True
Singapore,Community and Lifestyle,2023,5,True
Germany,Computer Vision,2019,8,True
Belgium,Computer Vision,2022,101,True
China (mainland),Computer Vision,2020,37,True
United States,Computer Vision,2016,182,True
Cyprus,Computer Vision,2020,2,True
Netherlands,Computer Vision,2016,6,True
Switzerland,Computer Vision,2017,12,True
Germany,Consumer goods,2019,1,True
United States,Consumer goods,2020,332,True
Poland,Consumer goods,2017,2,True
Turkey,Consumer goods,2021,2,True
Lithuania,Consumer goods,2018,0,True
India,Consumer goods,2021,7,True
Australia,Consumer goods,2019,3,True
United Kingdom,Consumer goods,2021,41,True
United Kingdom,Consumer goods,2023,24,True
Latvia,Consumer goods,2019,2,True
Canada,Cyber Security,2019,5,True
Australia,Cyber Security,2017,0,True
China (mainland),Cyber Security,2020,25,True
Poland,Data and analytics,2016,11,True
Lebanon,Data and analytics,2019,0,True
Netherlands,Data and analytics,2021,198,True
Romania,Data and analytics,2019,3,True
Belgium,Data and analytics,2019,26,True
Belgium,Data and analytics,2025,43,True
Qatar,Data and analytics,2019,0,True
Greece,Data and analytics,2020,12,True
Mexico,Data and analytics,2018,0,True
Hungary,Data and analytics,2019,5,True
Bangladesh,Data and analytics,2023,1,True
Hungary,Education,2022,0,True
North Macedonia,Education,2024,0,True
Canada,Education,2021,3,True
Colombia,Education,2022,2,True
China (mainland),Education,2017,166,True
United Kingdom,Education,2018,20,True
United Kingdom,Education,2024,10,True
Saudi Arabia,Education,2025,1,True
United Arab Emirates,Education,2023,0,True
Turkey,Energy and natural resources,2020,1,True
United Kingdom,Energy and natural resources,2021,34,True
